StartDate,EndDate,Progress,ResponseId,consent,favor_use,preprint_cred1_1,preprint_cred1_2,preprint_cred1_3,preprint_cred1_4,preprint_cred1_5,preprint_cred2_1,preprint_cred2_2,preprint_cred2_3,preprint_cred2_4,preprint_cred3_1,preprint_cred3_2,preprint_cred3_3,preprint_cred4_1,preprint_cred4_2,preprint_cred4_3,preprint_cred4_4,preprint_cred5_1,preprint_cred5_2,preprint_cred5_3,services_cred1_1,services_cred1_2,services_cred1_3,services_cred1_4,service_cred2_1,service_cred2_2,service_cred2_3,service_cred2_4,service_cred3_1,service_cred3_2,service_cred3_3,service_cred3_4,service_cred3_5,service_credible4_1,service_credible4_2,service_credible4_3,service_credible4_4,service_credible4_5,position_7_TEXT,age,discipline_specific,discipline_other,how_heard,familiar,preprints_submitted,preprints_used,position,discipline,country,continent,HDI_2017,hdi_level,bepress_tier3,bepress_tier2,bepress_tier1,discipline_collapsed,acad_career_stage
4/9/19 16:14,4/9/19 16:21,100,R_2Bm0ftpwH3J25a6,1,3,3,2,2,4,3,4,3,4,3,2,3,1,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,2,2,0,1,1,2,-2,-1,-1,3,NA,26,cell and developmental biology,NA,listserve,Very familiar,No,"Yes, many times",Graduate Student,Biology,United States of America,North America,0.924,very high,NA,Cell and Developmental Biology,Life Sciences,Life Sciences (Biology),Grad Student
4/9/19 15:24,4/9/19 16:21,100,R_1f9FXu310dpEg98,1,3,3,3,1,4,5,3,4,2,4,1,2,2,4,5,4,3,5,5,4,1,1,1,1,2,1,2,2,3,2,-1,3,1,2,-2,-1,0,1,NA,27,Genomics,NA,Center for open science email,Very familiar,No,"Yes, many times",Graduate Student,Biology,Canada,North America,0.926,very high,Genomics,Genetics and Genomics,Life Sciences,Life Sciences (Biology),Grad Student
4/9/19 16:11,4/9/19 16:21,100,R_2eR92yE3Z6WqpEt,1,1,2,3,3,3,4,2,3,4,4,2,4,1,4,4,4,4,4,4,4,3,3,3,3,1,3,3,2,0,1,1,2,3,2,0,0,1,3,NA,27,visual neuroscience,NA,Email from center of open science,Moderately familiar,No,"Yes, once",Graduate Student,Psychology,Germany,Europe,0.936,very high,NA,Psychology,Social and Behavioral Sciences,Psychology,Grad Student
4/9/19 16:15,4/9/19 16:22,100,R_2rHi5FrTdc5yeZV,1,3,3,2,4,4,5,3,3,1,2,1,3,3,5,5,5,5,4,4,4,3,2,2,3,2,3,3,0,2,2,0,2,0,3,-2,0,0,2,NA,26,Vision science,NA,email from COS,Extremely familiar,"Yes, many times","Yes, a few times",Graduate Student,Psychology,United States of America,North America,0.924,very high,Cognition and Perception,Psychology,Social and Behavioral Sciences,Psychology,Grad Student
4/9/19 16:17,4/9/19 16:23,100,R_1FxFGTq5adXWCiw,1,2,4,2,2,3,4,2,1,3,3,2,2,2,4,4,4,3,3,5,5,1,2,3,3,1,-1,2,3,2,3,2,3,3,1,0,0,0,2,NA,40,Cognitive neuroscience,NA,email from OSF,Extremely familiar,"Yes, a few times","Yes, many times","Assistant Professor, or equivalent",Psychology,Israel,Asia,0.903,very high,Cognitive Psychology,Psychology,Social and Behavioral Sciences,Psychology,Assist Prof
4/9/19 16:11,4/9/19 16:23,100,R_sL5td1zvAOvgHct,1,3,1,4,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,3,3,3,3,1,2,3,3,3,3,2,3,0,3,-2,2,-1,2,NA,33,Experimental Psychology,NA,Colleague,Extremely familiar,No,"Yes, once","Assistant Professor, or equivalent",Psychology,United States of America,North America,0.924,very high,Experimental Analysis of Behavior,Psychology,Social and Behavioral Sciences,Psychology,Assist Prof
4/9/19 16:17,4/9/19 16:23,100,R_3jYCWyeZll6XsEw,1,3,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,-3,-3,-2,-3,3,1,2,3,0,1,1,2,1,2,0,1,1,1,NA,>35,Sociology,NA,Email from Center for Open Science,Moderately familiar,"Yes, a few times","Yes, a few times","Assistant Professor, or equivalent",Sociology,Switzerland,Europe,0.9440000000000001,very high,NA,Sociology,Social and Behavioral Sciences,Other Social Sciences,Assist Prof
4/9/19 15:42,4/9/19 16:24,100,R_3rNY8B5I70N0i2q,1,3,4,3,3,4,3,4,1,1,2,1,2,2,3,2,3,2,2,3,3,3,3,2,0,3,2,3,3,0,1,0,3,3,3,-3,-2,1,1,Librarian,60,"Applied economics (development, food security, environmental, energy, agricultural, natural resource, health, behavior...)",NA,email from colleague,Extremely familiar,"Yes, a few times","Yes, many times","Other, please specify",Economics,United States of America,North America,0.924,very high,NA,Economics,Social and Behavioral Sciences,Other Social Sciences,NA
4/9/19 16:19,4/9/19 16:25,100,R_8cYPCYjzXT8IfzH,1,1,2,2,2,4,4,2,3,3,3,1,2,2,4,4,3,4,4,4,4,1,1,2,3,1,1,1,2,1,1,1,1,2,1,-1,-1,1,1,NA,26,clinical psychology,NA,email from center for open science,Moderately familiar,Not sure,"Yes, many times",Graduate Student,Psychology,United Kingdom of Great Britain and Northern Ireland,Europe,0.922,very high,Clinical Psychology,Psychology,Social and Behavioral Sciences,Psychology,Grad Student
4/9/19 16:14,4/9/19 16:25,100,R_28M3EISem1P5dmh,1,-1,3,3,2,3,4,4,4,3,3,1,1,1,3,3,3,4,2,4,4,1,1,2,2,0,0,0,0,0,2,2,0,0,1,-2,-2,0,0,NA,40,environmental sciences,NA,email,Slightly familiar,No,"Yes, a few times",Graduate Student,Earth Science,United States of America,North America,0.924,very high,NA,Environmental Science,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Grad Student
4/9/19 16:20,4/9/19 16:25,100,R_3FQlwmUuibT51Wd,1,0,4,4,2,5,4,3,4,4,4,2,4,2,5,5,5,4,5,5,5,2,2,2,2,3,2,2,2,3,3,2,3,3,3,-2,-1,2,2,NA,26,genomics,NA,email,Very familiar,No,"Yes, a few times",Graduate Student,Biology,United States of America,North America,0.924,very high,Genomics,Genetics and Genomics,Life Sciences,Life Sciences (Biology),Grad Student
4/9/19 16:17,4/9/19 16:25,100,R_1Kx4Q84ndaYBUfk,1,3,2,3,4,5,4,5,3,3,3,3,3,1,5,5,5,5,5,5,5,3,2,3,3,3,3,3,3,3,2,0,3,2,3,0,0,0,3,NA,35,NA,Education,OSF email,Very familiar,"Yes, a few times","Yes, many times",Graduate Student,Other,United States of America,North America,0.924,very high,NA,NA,Education,Other,Grad Student
4/9/19 15:45,4/9/19 16:26,100,R_2QzIEqnGHH7YjlX,1,1,3,2,1,5,3,5,4,4,3,2,3,2,5,5,5,4,2,4,4,1,2,2,2,1,2,2,2,2,3,0,1,3,2,-1,-2,0,1,NA,26,NA,Bioinformatics,email,Moderately familiar,Not sure,"Yes, many times",Graduate Student,Other,United States of America,North America,0.924,very high,NA,Bioinformatics,Life Sciences,Life Sciences (Biology),Grad Student
4/9/19 16:19,4/9/19 16:26,100,R_1PS43vGMKsRnyk9,1,3,3,3,3,1,3,1,3,4,5,1,2,2,4,4,4,2,5,5,5,2,1,1,1,3,3,3,3,2,3,1,3,3,2,-3,-3,2,3,NA,56,"Gravitational physics, physical cosmology, quantum field theory",NA,Email from osf.io,Extremely familiar,"Yes, many times","Yes, many times","Research Scientist/Staff Scientist, or equivalent",Physics,Canada,North America,0.926,very high,Quantum Physics,Physics,Physical Sciences and Mathematics,Physical Sciences and Mathematics,NA
4/9/19 16:19,4/9/19 16:26,100,R_3nJf3S9Nr8axUke,1,3,1,1,2,1,1,1,4,4,4,3,3,1,4,4,2,2,4,4,1,3,3,3,0,0,2,3,3,3,3,3,3,3,0,-3,-3,-2,3,NA,38,Nonlinear dynamics and Chaos theory,NA,Email from Open Science,Very familiar,"Yes, many times","Yes, many times",Post doc,Physics,Nigeria,Africa,0.532,low,"Statistical, Nonlinear, and Soft Matter Physics",Physics,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Post doc
4/9/19 16:21,4/9/19 16:27,100,R_2B5O8VsxKG9aqZl,1,3,2,5,5,5,3,5,3,2,3,4,5,3,4,4,4,4,4,4,4,3,3,3,2,2,2,3,3,2,3,2,3,3,3,-3,0,0,2,NA,51,Biomechanics,NA,email from Center for Open Science,Moderately familiar,No,"Yes, a few times","Associate Professor, or equivalent",Kinesiology,United States of America,North America,0.924,very high,NA,Kinesiology,Life Sciences,Life Sciences (Biology),Assoc Prof
4/9/19 16:12,4/9/19 16:28,100,R_31uefMzrLSvGVXT,1,2,4,4,3,5,4,5,4,4,4,3,4,1,4,5,4,4,4,4,5,1,3,3,3,2,3,3,3,2,3,1,2,2,2,-2,0,1,2,NA,67,Electrical Engineering,NA,email,Very familiar,No,"Yes, a few times","Professor, or equivalent",Engineering,Colombia,South America,0.747,high,Electrical and Electronics,Electrical and Computer Engineering,Engineering,Engineering,Full Prof
4/9/19 16:15,4/9/19 16:28,100,R_D01D0wr94BNMPh7,1,0,4,4,3,2,1,3,4,1,2,1,2,3,4,4,3,3,3,5,5,1,2,3,2,3,2,2,0,3,3,2,0,0,2,-2,1,0,2,NA,25,Genomics,NA,email from Center for Open Science,Very familiar,No,"Yes, a few times",Graduate Student,Agricultural Science,United States of America,North America,0.924,very high,NA,NA,Life Sciences,Life Sciences (Biology),Grad Student
4/9/19 16:12,4/9/19 16:28,100,R_1eyhnanK5Y4F4OB,1,0,3,2,2,4,3,3,1,1,1,1,1,2,5,5,5,4,5,5,5,2,3,3,3,0,2,2,1,2,2,2,2,3,2,-2,-3,-1,1,NA,26,NA,Biochemistry,Email,Not familiar at all,No,No,Graduate Student,Other,Australia,Oceania,0.9390000000000001,very high,Biochemistry,"Biochemistry, Biophysics, and Structural Biology",Life Sciences,Life Sciences (Biology),Grad Student
4/9/19 16:17,4/9/19 16:28,100,R_3Ei3aBwvBPZFylo,1,1,3,2,2,4,3,5,3,1,1,2,3,1,3,3,4,2,4,5,5,1,1,1,1,0,0,1,2,2,2,0,1,0,1,0,-1,0,0,NA,67,experimental psychology,NA,COS email listserv,Moderately familiar,No,"Yes, a few times","Professor, or equivalent",Psychology,United States of America,North America,0.924,very high,Experimental Analysis of Behavior,Psychology,Social and Behavioral Sciences,Psychology,Full Prof
4/9/19 16:25,4/9/19 16:29,100,R_OjRM9LkB4TsX2V3,1,-2,5,1,5,5,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,48,NA,neuroscience,dept email,Very familiar,No,"Yes, a few times","Professor, or equivalent",Other,United States of America,North America,0.924,very high,NA,Neuroscience and Neurobiology,Life Sciences,Life Sciences (Biology),Full Prof
4/9/19 16:22,4/9/19 16:30,100,R_6Kxd5pKUuA6OQEh,1,2,4,1,5,1,3,3,5,1,4,1,1,1,4,3,2,5,5,5,5,0,1,2,3,0,0,2,1,2,2,0,3,2,2,0,2,1,2,NA,38,accounting,NA,listserve,Very familiar,"Yes, a few times","Yes, many times","Associate Professor, or equivalent",Ecology/Evolutionary Science,Italy,Europe,0.88,very high,NA,Ecology and Evolutionary Biology,Life Sciences,Life Sciences (Biology),Assoc Prof
4/9/19 16:25,4/9/19 16:32,100,R_2TtOhDOGRQFhD1c,1,3,3,2,4,5,2,5,3,3,5,2,4,3,5,5,5,5,5,5,5,2,2,3,2,3,3,3,3,0,2,1,3,3,0,-2,-2,2,3,Data Scientist,28,"Data Science, Applied Statistics",NA,Email,Extremely familiar,No,"Yes, many times","Other, please specify",Statistics,United States of America,North America,0.924,very high,Applied Statistics,Statistics and Probability,Physical Sciences and Mathematics,Physical Sciences and Mathematics,NA
4/9/19 16:26,4/9/19 16:34,100,R_1CKFgblrdoqkpeL,1,3,3,3,3,4,3,5,2,3,3,1,2,1,3,4,4,4,4,5,5,3,1,3,3,0,3,3,0,0,1,0,1,0,0,0,1,0,2,Independent researcher,66,Information Technology,NA,Email,Very familiar,Not sure,"Yes, many times","Other, please specify",Library/Information Science,United States of America,North America,0.924,very high,NA,Library and Information Science,Social and Behavioral Sciences,Other Social Sciences,NA
4/9/19 16:30,4/9/19 16:35,100,R_3hm9kgFZkGf4PUh,1,0,4,4,4,5,5,5,5,4,4,3,3,3,5,5,5,5,5,5,5,3,2,3,2,3,3,3,3,3,3,3,3,2,3,-3,3,-1,3,Librarian,32,Health Sciences Librarianship,NA,Email from Center for Open Science,Slightly familiar,No,No,"Other, please specify",Library/Information Science,United States of America,North America,0.924,very high,Partial Differential Equations,Applied Mathematics,Physical Sciences and Mathematics,Physical Sciences and Mathematics,NA
4/9/19 16:25,4/9/19 16:35,100,R_3nI5HLNY8hAuVPv,1,3,3,3,3,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,2,0,2,2,2,2,3,3,2,2,2,2,2,3,-3,-2,-2,2,NA,57,Cognitive psychology,NA,COS email,Moderately familiar,"Yes, a few times","Yes, a few times","Associate Professor, or equivalent",Psychology,United Kingdom of Great Britain and Northern Ireland,Europe,0.922,very high,Cognitive Psychology,Psychology,Social and Behavioral Sciences,Psychology,Assoc Prof
4/9/19 16:21,4/9/19 16:35,100,R_AvSf0gGMlvntmBH,1,1,2,3,3,2,2,3,4,2,4,1,3,2,3,3,3,3,2,5,1,3,3,3,1,3,3,2,3,3,3,1,3,3,3,-3,2,2,1,NA,33,NA,Management,OSF email,Slightly familiar,No,"Yes, many times",Post doc,Other,France,Europe,0.901,very high,NA,NA,Business,Other,Post doc
4/9/19 16:28,4/9/19 16:36,100,R_pn5cKTPeOdj2H2V,1,2,1,3,2,4,3,4,5,2,1,1,1,1,4,4,4,3,2,3,2,3,2,3,2,2,2,3,3,1,2,0,0,1,3,-1,0,0,2,NA,27,developmental psychology,NA,OSF e-mail,Moderately familiar,"Yes, once","Yes, a few times",Graduate Student,Psychology,Canada,North America,0.926,very high,Developmental Psychology,Psychology,Social and Behavioral Sciences,Psychology,Grad Student
4/9/19 16:30,4/9/19 16:37,100,R_2wEQQUfxK8tKnLc,1,3,2,3,2,3,3,4,4,2,3,2,1,2,4,4,4,4,3,4,4,1,1,1,1,2,1,2,0,2,2,1,1,0,1,0,1,0,1,NA,47,NA,NA,Email,Very familiar,"Yes, a few times","Yes, a few times","Research Scientist/Staff Scientist, or equivalent",Sociology,United Kingdom of Great Britain and Northern Ireland,Europe,0.922,very high,NA,Sociology,Social and Behavioral Sciences,Other Social Sciences,NA
4/9/19 16:29,4/9/19 16:37,100,R_3qUlKH6IRfBkLF5,1,2,3,2,3,3,3,3,3,3,3,1,2,2,2,2,3,4,2,2,2,2,1,1,1,0,1,2,2,1,3,3,3,3,3,-3,0,0,2,NA,39,Cognitive neuroscience of aging and decision making,NA,Email from OSF,Very familiar,"Yes, a few times","Yes, a few times",Post doc,Psychology,United States of America,North America,0.924,very high,Cognitive Psychology,Psychology,Social and Behavioral Sciences,Psychology,Post doc
4/9/19 16:32,4/9/19 16:38,100,R_1dgaRiacuwgUymz,1,2,4,2,2,2,3,3,4,4,5,2,2,3,4,4,3,4,3,4,3,2,1,2,1,0,-1,2,2,0,0,1,1,1,1,-3,-1,1,3,NA,35,agricultural economics,NA,email,Very familiar,Not sure,"Yes, many times",Graduate Student,Economics,United States of America,North America,0.924,very high,NA,Economics,Social and Behavioral Sciences,Other Social Sciences,Grad Student
4/9/19 16:25,4/9/19 16:38,100,R_3nk1RygIjTSpZYl,1,1,1,2,5,5,2,5,5,2,2,3,5,1,5,5,5,5,5,5,5,1,3,3,2,3,3,3,3,0,2,0,0,0,1,-3,-3,1,0,NA,38,Social cognition,NA,Email from open science,Slightly familiar,No,No,"Professor, or equivalent",Psychology,Italy,Europe,0.88,very high,Social Psychology,Psychology,Social and Behavioral Sciences,Psychology,Full Prof
4/9/19 16:32,4/9/19 16:39,100,R_2ONOTjKxz9MiM6R,1,2,2,3,2,4,2,3,3,2,3,2,4,3,4,4,4,3,2,3,3,1,3,2,3,0,1,3,3,3,2,2,3,3,3,-2,1,-2,3,NA,31,Cognitive Science,NA,email from center for open science,Moderately familiar,No,"Yes, a few times",Post doc,Psychology,United States of America,North America,0.924,very high,Cognitive Psychology,Psychology,Social and Behavioral Sciences,Psychology,Post doc
4/9/19 16:32,4/9/19 16:39,100,R_veKax0oGBASVifv,1,3,3,2,2,2,3,2,3,3,3,3,3,3,4,4,4,5,4,3,4,1,2,2,1,0,1,1,1,2,2,2,2,2,1,0,0,0,1,NA,51,cognitive psychology,NA,email from OSF,Very familiar,"Yes, a few times","Yes, many times","Associate Professor, or equivalent",Psychology,United States of America,North America,0.924,very high,Cognitive Psychology,Psychology,Social and Behavioral Sciences,Psychology,Assoc Prof
4/9/19 16:33,4/9/19 16:39,100,R_322s5EkxUAZ5axH,1,3,3,2,2,3,1,3,2,4,4,2,3,2,4,4,3,4,3,4,4,3,2,3,2,0,2,3,3,0,1,0,1,3,2,-1,0,0,2,NA,29,NA,NA,Department email,Extremely familiar,No,"Yes, many times",Graduate Student,Media Studies,United States of America,North America,0.924,very high,NA,Film and Media Studies,Arts and Humanities,Other,Grad Student
4/9/19 16:05,4/9/19 16:39,100,R_2uCElNQyy5reu5q,1,2,3,4,3,5,3,4,4,2,2,2,2,1,4,3,3,3,3,4,4,3,2,3,3,2,0,2,2,2,2,-2,2,0,2,-2,-3,1,1,NA,27,Clinical Neuropsychology,NA,OSF listserv,Moderately familiar,"Yes, once","Yes, many times",Graduate Student,Psychology,United States of America,North America,0.924,very high,Clinical Psychology,Psychology,Social and Behavioral Sciences,Psychology,Grad Student
4/9/19 16:30,4/9/19 16:40,100,R_4HCtJ0CvgPpiosp,1,3,2,2,2,5,2,5,1,2,2,2,2,2,5,5,5,5,5,5,5,2,2,2,2,2,3,3,3,2,1,1,3,2,3,1,1,-1,3,NA,30,developmental psychology,NA,email,Extremely familiar,"Yes, a few times","Yes, many times",Post doc,Psychology,United States of America,North America,0.924,very high,Developmental Psychology,Psychology,Social and Behavioral Sciences,Psychology,Post doc
4/9/19 15:07,4/9/19 16:40,100,R_WrLPyfvamDCPcfD,1,1,4,3,4,4,3,4,4,4,3,2,3,3,2,2,2,2,3,3,3,2,2,3,0,2,3,3,3,1,2,1,1,3,2,0,3,0,1,NA,41,NA,NA,email from Centre for Open Science,Very familiar,"Yes, a few times","Yes, a few times","Associate Professor, or equivalent",Law,United Kingdom of Great Britain and Northern Ireland,Europe,0.922,very high,NA,NA,Law,Other,Assoc Prof
4/9/19 16:33,4/9/19 16:40,100,R_sjW2KTGKQb9kGK5,1,3,3,3,3,3,3,3,2,2,3,4,4,3,5,5,5,5,5,5,5,3,3,3,1,1,2,3,2,3,3,1,3,1,3,0,0,1,3,NA,36,NA,Pharmacology/Medicine,email from COS,Extremely familiar,"Yes, once","Yes, a few times","Research Scientist/Staff Scientist, or equivalent",Other,United States of America,North America,0.924,very high,Medical Pharmacology,Medical Sciences,Medicine and Health Sciences,Medicine and Health Sciences,NA
4/9/19 16:34,4/9/19 16:40,100,R_3ptFWpiTlkBHfSu,1,-1,4,3,4,4,3,4,5,2,2,1,1,1,3,3,4,4,2,3,3,2,3,3,1,2,2,2,2,2,2,0,0,2,0,-3,1,1,3,NA,NA,NA,Computer Science,NA,Slightly familiar,"Yes, once","Yes, once","Associate Professor, or equivalent",Other,United States of America,North America,0.924,very high,NA,Computer Sciences,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Assoc Prof
4/9/19 16:31,4/9/19 16:41,100,R_3M5KHM7zVK3vjg0,1,3,2,3,2,5,2,5,1,1,2,2,3,1,3,3,3,4,3,3,3,3,3,3,0,1,2,3,3,3,1,0,2,3,3,-3,1,-2,3,NA,42,NA,Cognitive Neuroscience,email,Very familiar,"Yes, many times","Yes, many times","Associate Professor, or equivalent",Other,Germany,Europe,0.936,very high,Cognitive Neuroscience,Neuroscience and Neurobiology,Life Sciences,Life Sciences (Biology),Assoc Prof
4/9/19 14:11,4/9/19 16:42,100,R_2s6zWopra3RUHUO,1,3,2,2,1,4,3,3,2,3,4,3,3,1,2,4,5,1,3,4,2,3,1,2,3,0,3,3,3,1,2,0,3,2,3,1,-2,-1,3,NA,33,genetics,NA,Center for Open Science email,Extremely familiar,"Yes, a few times","Yes, many times",Post doc,Biology,United States of America,North America,0.924,very high,Genetics,Genetics and Genomics,Life Sciences,Life Sciences (Biology),Post doc
4/9/19 16:30,4/9/19 16:42,100,R_2D1eVHsgWbwZo3P,1,2,2,2,2,2,2,2,3,2,4,2,3,2,4,4,4,3,3,4,4,1,0,2,2,1,1,2,3,0,1,1,3,2,3,1,1,1,2,NA,41,computational physics,NA,department email,Very familiar,"Yes, a few times","Yes, many times","Associate Professor, or equivalent",Physics,Russian Federation,Europe,0.8160000000000001,very high,NA,Physics,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Assoc Prof
4/9/19 16:35,4/9/19 16:42,100,R_3DpDc1Xbis4FGZz,1,2,4,4,4,3,4,2,3,4,5,2,3,4,3,3,4,4,2,3,3,1,1,2,1,1,2,2,3,3,2,2,3,3,1,-1,1,2,2,NA,55,digital humanities,NA,email from OSF,Moderately familiar,"Yes, once","Yes, a few times","Research Scientist/Staff Scientist, or equivalent",Library/Information Science,Brazil,South America,0.759,high,NA,Library and Information Science,Social and Behavioral Sciences,Other Social Sciences,NA
4/9/19 16:39,4/9/19 16:44,100,R_2R8nM8O3ZNwOI3Z,1,0,3,3,4,4,3,3,2,2,3,1,2,1,3,2,4,3,3,3,4,3,1,2,2,1,3,3,3,1,1,0,1,0,0,-2,0,1,1,NA,61,agriculture,NA,Center for Open Science email,Moderately familiar,No,No,"Professor, or equivalent",Library/Information Science,United States of America,North America,0.924,very high,NA,Agriculture,Life Sciences,Life Sciences (Biology),Full Prof
4/9/19 16:34,4/9/19 16:45,100,R_2Bkt30r4Jfj9Y5v,1,1,2,5,4,5,3,4,3,3,4,1,3,1,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,0,2,-1,2,3,3,-3,-2,-1,0,NA,31,Geochemistry,NA,email from the center for open science,Moderately familiar,"Yes, once","Yes, many times",Post doc,Earth Science,United States of America,North America,0.924,very high,Geochemistry,Earth Sciences,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Post doc
4/9/19 16:32,4/9/19 16:45,100,R_1FDtjpIgsypMoTs,1,3,2,2,4,5,2,4,3,3,4,3,4,1,5,5,5,5,4,4,4,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,0,0,3,NA,42,cognitive psychology,NA,email solicitation,Moderately familiar,"Yes, a few times","Yes, many times","Professor, or equivalent",Psychology,United States of America,North America,0.924,very high,Cognitive Psychology,Psychology,Social and Behavioral Sciences,Psychology,Full Prof
4/9/19 16:36,4/9/19 16:45,100,R_2w4ydDWiXwZ8G2p,1,2,2,2,2,3,4,4,3,1,2,2,2,1,5,5,5,4,4,5,5,2,2,3,3,3,2,3,2,3,3,-2,2,0,0,0,-2,2,2,NA,53,"experimental, cognitive, evolutionary",NA,COS email,Slightly familiar,No,No,"Professor, or equivalent",Psychology,United States of America,North America,0.924,very high,NA,Psychology,Social and Behavioral Sciences,Psychology,Full Prof
4/9/19 16:21,4/9/19 16:45,100,R_2s6zL7nKyKdMbFW,1,3,2,3,4,5,2,4,3,4,3,3,3,3,2,2,2,2,3,3,4,3,3,3,2,1,2,3,3,1,1,0,1,2,2,2,1,-1,2,NA,26,Social psychology,NA,Email from cos,Very familiar,"Yes, a few times","Yes, many times",Graduate Student,Psychology,United States of America,North America,0.924,very high,Social Psychology,Psychology,Social and Behavioral Sciences,Psychology,Grad Student
4/9/19 16:36,4/9/19 16:46,100,R_5vfef741L9W8qyZ,1,0,4,4,5,5,5,4,4,4,4,4,4,1,5,4,4,4,3,4,4,3,3,3,2,2,3,3,3,3,2,0,3,2,3,-3,0,3,3,Senior lecturer,49,NA,Nursing,Email,Slightly familiar,"Yes, once","Yes, a few times","Other, please specify",Other,United Kingdom of Great Britain and Northern Ireland,Europe,0.922,very high,NA,Nursing,Medicine and Health Sciences,Medicine and Health Sciences,NA
4/9/19 16:23,4/9/19 16:46,100,R_3PzBJghRjsteaWN,1,0,2,3,5,4,4,4,3,4,4,4,4,3,4,5,4,3,4,4,4,2,2,3,1,3,2,3,2,2,3,0,2,3,3,-3,0,0,2,Researcher and technician,54,"data science, management,",NA,email from osf.io,Very familiar,No,"Yes, many times","Other, please specify",Library/Information Science,Brazil,South America,0.759,high,NA,Library and Information Science,Social and Behavioral Sciences,Other Social Sciences,NA
4/9/19 16:40,4/9/19 16:46,100,R_PBc5y3viqEDaSop,1,0,4,4,1,3,1,3,3,1,2,4,5,2,5,3,3,3,5,4,3,2,2,2,0,0,2,2,1,2,3,-2,0,3,3,-2,0,0,1,NA,33,Aerospace Engineering,NA,Email from Open Science Framework,Slightly familiar,No,No,"Research Scientist/Staff Scientist, or equivalent",Engineering,United States of America,North America,0.924,very high,NA,Aerospace Engineering,Engineering,Engineering,NA
4/9/19 16:39,4/9/19 16:47,100,R_2QA5RAG2Q99VKFT,1,3,3,3,4,4,2,2,1,1,1,1,2,1,3,4,3,3,4,2,2,2,3,3,3,0,2,2,2,0,1,1,2,3,2,-1,0,0,2,NA,33,cognitve psychology,NA,email from cos,Very familiar,"Yes, many times","Yes, many times",Post doc,Psychology,Germany,Europe,0.936,very high,NA,Psychology,Social and Behavioral Sciences,Psychology,Post doc
4/9/19 16:43,4/9/19 16:48,100,R_8pG8ghVKlrkMyWJ,1,3,1,1,5,5,2,2,2,1,2,1,1,1,3,3,3,3,3,4,2,3,-3,3,0,3,3,3,3,3,3,0,3,0,3,-3,-3,3,3,NA,36,statistical physics,NA,email from Center for Open Science,Extremely familiar,"Yes, many times","Yes, many times",Post doc,Physics,Brazil,South America,0.759,high,"Statistical, Nonlinear, and Soft Matter Physics",Physics,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Post doc
4/9/19 14:38,4/9/19 16:48,100,R_9pF3u3k0aj5xkDT,1,3,1,3,4,4,1,4,1,1,2,1,1,1,3,3,3,3,4,2,2,3,1,2,0,1,2,2,3,2,3,0,3,2,3,-1,0,0,1,NA,34,Social psychology,NA,Email from osf,Extremely familiar,"Yes, a few times","Yes, many times",Post doc,Psychology,United States of America,North America,0.924,very high,Social Psychology,Psychology,Social and Behavioral Sciences,Psychology,Post doc
4/9/19 16:36,4/9/19 16:48,100,R_3qpNOaA3tUQo1Jp,1,1,3,3,2,4,2,4,4,2,3,1,2,1,3,3,2,3,3,2,2,1,3,2,3,1,2,0,3,1,3,0,0,2,0,1,-2,2,0,Recently graduated with doctorate,31,Developmental psychology,NA,COS email listserv,Slightly familiar,No,"Yes, a few times","Other, please specify",Psychology,United States of America,North America,0.924,very high,Developmental Psychology,Psychology,Social and Behavioral Sciences,Psychology,NA
4/9/19 14:50,4/9/19 16:49,100,R_1GWI037qbezba4G,1,3,5,2,2,3,3,3,2,2,3,3,3,2,5,5,3,4,4,5,5,-2,1,2,2,2,3,3,2,2,3,0,2,1,1,0,1,-2,3,NA,26,Microbiology,NA,Department email,Extremely familiar,No,"Yes, many times",Graduate Student,Biology,United States of America,North America,0.924,very high,NA,Microbiology,Life Sciences,Life Sciences (Biology),Grad Student
4/9/19 16:40,4/9/19 16:49,100,R_2q3pEJZTUQdZYnY,1,3,2,1,3,4,5,2,2,5,4,3,3,3,4,4,4,2,2,2,3,1,2,2,1,1,2,3,1,0,1,1,2,-2,2,1,0,-1,2,NA,45,NA,Computational Biology,Twitter,Extremely familiar,"Yes, many times","Yes, many times","Research Scientist/Staff Scientist, or equivalent",Other,United States of America,North America,0.924,very high,Computational Biology,Genetics and Genomics,Life Sciences,Life Sciences (Biology),NA
